X,year_model,policy_id,enactment_year,rel_year,p_yes,likert,domain,institution
10000,1968,US-1971-LEMON,1971,-3,0.3146,-0.2085,religion,Supreme Court
10000,1968,US-1971-PENTAGON-PAPERS,1971,-3,0.2361,-0.1748,speech_security,Supreme Court
10000,1968,US-1972-CLEAN-WATER,1972,-4,0.3154,-0.1527,environment,Congress
10000,1968,US-1972-FURMAN,1972,-4,0.2948,-0.2169,criminal_justice,Supreme Court
10000,1968,US-1972-TITLE-IX,1972,-4,0.3634,-0.1531,gender_education,Congress
10000,1968,US-1972-YODER,1972,-4,0.3477,-0.2045,religion_education,Supreme Court
10000,1968,US-1973-ESA,1973,-5,0.4125,-0.157,environment,Congress
10000,1968,US-1973-REHABILITATION,1973,-5,0.3033,-0.1209,disability_rights,Congress
10000,1968,US-1973-RODRIGUEZ,1973,-5,0.294,-0.1939,education_equality,Supreme Court
10000,1968,US-1973-ROE,1973,-5,0.3588,-0.1795,privacy_family,Supreme Court
10000,1968,US-1973-WAR-POWERS,1973,-5,0.2835,-0.1841,executive_power_security,Congress
10000,1968,US-1974-ECOA,1974,-6,0.4287,-0.1484,credit_civil_rights,Congress
10000,1968,US-1974-ERISA,1974,-6,0.45,-0.196,labor_benefits,Congress
10000,1968,US-1974-MILLIKEN,1974,-6,0.285,-0.2678,civil_rights_education,Supreme Court
10000,1968,US-1974-PRIVACY-ACT,1974,-6,0.439,-0.1833,privacy_governance,Congress
10000,1968,US-1975-IDEA,1975,-7,0.4809,-0.0659,disability_education,Congress
10000,1968,US-1975-ISDEAA,1975,-7,0.3242,-0.1817,native_policy,Congress
10000,1968,US-1976-BUCKLEY,1976,-8,0.3319,-0.2451,campaign_finance,Supreme Court
10000,1968,US-1976-GREGG,1976,-8,0.4357,-0.1979,criminal_justice,Supreme Court
10000,1968,US-1976-TSCA,1976,-8,0.3418,-0.209,environment_consumer,Congress
10000,1968,US-1977-CRA,1977,-9,0.4843,-0.1831,housing_credit,Congress
10000,1968,US-1977-FED-DUAL-MANDATE,1977,-9,0.4689,-0.1561,macroeconomic_governance,Congress
10000,1968,US-1978-AIRLINE-DEREG,1978,-10,0.3079,-0.1937,deregulation,Congress
10000,1968,US-1978-BAKKE,1978,-10,0.3387,-0.1765,civil_rights_education,Supreme Court
10000,1968,US-1978-FISA,1978,-10,0.31,-0.1729,privacy_security,Congress
10000,1968,US-1978-HUMPHREY-HAWKINS,1978,-10,0.4193,-0.1688,macroeconomic_governance,Congress
10000,1968,US-1978-ICWA,1978,-10,0.4027,-0.1847,native_policy_family,Congress
10000,1968,US-1978-PREGNANCY-DISCRIM,1978,-10,0.4012,-0.1293,gender_labor,Congress
10000,1968,US-1958-NDEA,1958,10,0.5456,-0.1722,education_science_security,Congress
10000,1968,US-1958-NASA-ACT,1958,10,0.3745,-0.2141,science_space_state_capacity,Congress
10000,1968,US-1958-COOPER,1958,10,0.3065,-0.2516,civil_rights_federalism,Supreme Court
10000,1968,US-1961-PEACE-CORPS,1961,7,0.4226,-0.2015,foreign_aid_civic_service,Congress/President
10000,1968,US-1968-OMNIBUS-CRIME-CONTROL,1968,0,0.3492,-0.2336,criminal_justice_surveillance,Congress
10000,1968,US-1968-TRUTH-IN-LENDING,1968,0,0.4028,-0.1391,consumer_credit,Congress
10000,1968,US-1970-FCRA,1970,-2,0.4653,-0.1962,privacy_credit,Congress
10000,1968,US-1972-CPSA,1972,-4,0.3976,-0.1907,consumer_safety,Congress
10000,1968,US-1975-EPCA,1975,-7,0.4314,-0.1802,energy_state_capacity,Congress
10000,1968,US-1963-TEST-BAN-TREATY,1963,5,0.376,-0.1808,nuclear_arms_control,Congress/President
10000,1968,US-1964-TONKIN-GULF,1964,4,0.2625,-0.1798,war_powers_security,Congress
10000,1968,US-1967-ADEA,1967,1,0.3352,-0.1616,civil_rights_labor_age,Congress
10000,1968,US-1970-BANK-SECRECY,1970,-2,0.3394,-0.1909,finance_surveillance,Congress
10000,1968,US-1971-ANCSA,1971,-3,0.3188,-0.1578,native_policy_land,Congress
10000,1968,US-1978-AIRFA,1978,-10,0.3276,-0.1632,native_policy_religion,Congress
20000,1968,US-1961-MAPP,1961,7,0.2966,-0.2234,criminal_procedure,Supreme Court
20000,1968,US-1962-BAKER,1962,6,0.3247,-0.2378,democracy,Supreme Court
20000,1968,US-1962-ENGEL,1962,6,0.4143,-0.2356,religion_schools,Supreme Court
20000,1968,US-1962-KEFAUVER-HARRIS,1962,6,0.3586,-0.2599,consumer_health,Congress
20000,1968,US-1963-EQUAL-PAY,1963,5,0.4507,-0.1994,gender_labor,Congress
20000,1968,US-1963-GIDEON,1963,5,0.3603,-0.2061,criminal_procedure,Supreme Court
20000,1968,US-1964-24TH-AMENDMENT,1964,4,0.3469,-0.2494,democracy_civil_rights,constitutional_amendment
20000,1968,US-1964-CIVIL-RIGHTS-ACT,1964,4,0.3746,-0.1718,civil_rights,Congress
20000,1968,US-1964-ECONOMIC-OPPORTUNITY,1964,4,0.5207,-0.2306,poverty_social_policy,Congress
20000,1968,US-1964-HEART-ATLANTA,1964,4,0.287,-0.1844,civil_rights_state_capacity,Supreme Court
20000,1968,US-1964-NYT-SULLIVAN,1964,4,0.3783,-0.2332,speech_press,Supreme Court
20000,1968,US-1964-REYNOLDS,1964,4,0.4594,-0.2396,democracy,Supreme Court
20000,1968,US-1965-ESEA,1965,3,0.4861,-0.1896,education,Congress
20000,1968,US-1965-GRISWOLD,1965,3,0.3881,-0.2431,privacy_family,Supreme Court
20000,1968,US-1965-HART-CELLER,1965,3,0.3685,-0.2118,immigration,Congress
20000,1968,US-1965-MEDICARE-MEDICAID,1965,3,0.4647,-0.1932,health_social_insurance,Congress
20000,1968,US-1965-VRA,1965,3,0.3514,-0.1211,democracy_civil_rights,Congress
20000,1968,US-1966-FOIA,1966,2,0.4347,-0.235,transparency,Congress
20000,1968,US-1966-HARPER,1966,2,0.3505,-0.2661,democracy_civil_rights,Supreme Court
20000,1968,US-1966-MIRANDA,1966,2,0.4297,-0.2128,criminal_procedure,Supreme Court
20000,1968,US-1967-KATZ,1967,1,0.2145,-0.2808,privacy_surveillance,Supreme Court
20000,1968,US-1967-LOVING,1967,1,0.28,-0.2794,civil_rights_family,Supreme Court
20000,1968,US-1968-FAIR-HOUSING,1968,0,0.3604,-0.1642,civil_rights_housing,Congress
20000,1968,US-1968-GUN-CONTROL,1968,0,0.3197,-0.2414,guns_crime,Congress
20000,1968,US-1968-TERRY,1968,0,0.4362,-0.2734,criminal_procedure_policing,Supreme Court
20000,1968,US-1969-BRANDENBURG,1969,-1,0.3055,-0.2073,speech,Supreme Court
20000,1968,US-1969-NEPA,1969,-1,0.3767,-0.1958,environment,Congress
20000,1968,US-1969-TINKER,1969,-1,0.4235,-0.1029,speech_schools,Supreme Court
20000,1968,US-1970-CLEAN-AIR,1970,-2,0.4033,-0.2692,environment,Congress
20000,1968,US-1970-CSA,1970,-2,0.3565,-0.1881,drug_policy,Congress
20000,1968,US-1970-OSHA,1970,-2,0.4937,-0.2451,labor_health,Congress
20000,1968,US-1971-26TH,1971,-3,0.5004,-0.2351,democracy_youth,constitutional_amendment
20000,1968,US-1971-FECA,1971,-3,0.3726,-0.2211,campaign_finance,Congress
20000,1968,US-1971-LEMON,1971,-3,0.338,-0.23,religion,Supreme Court
20000,1968,US-1971-PENTAGON-PAPERS,1971,-3,0.2969,-0.2282,speech_security,Supreme Court
20000,1968,US-1972-CLEAN-WATER,1972,-4,0.3711,-0.1627,environment,Congress
20000,1968,US-1972-FURMAN,1972,-4,0.2841,-0.2667,criminal_justice,Supreme Court
20000,1968,US-1972-TITLE-IX,1972,-4,0.3938,-0.1466,gender_education,Congress
20000,1968,US-1972-YODER,1972,-4,0.3872,-0.2455,religion_education,Supreme Court
20000,1968,US-1973-ESA,1973,-5,0.4487,-0.1802,environment,Congress
20000,1968,US-1973-REHABILITATION,1973,-5,0.339,-0.1005,disability_rights,Congress
20000,1968,US-1973-RODRIGUEZ,1973,-5,0.2877,-0.2265,education_equality,Supreme Court
20000,1968,US-1973-ROE,1973,-5,0.427,-0.1879,privacy_family,Supreme Court
20000,1968,US-1973-WAR-POWERS,1973,-5,0.2909,-0.2292,executive_power_security,Congress
20000,1968,US-1974-ECOA,1974,-6,0.4046,-0.1595,credit_civil_rights,Congress
20000,1968,US-1974-ERISA,1974,-6,0.4697,-0.2133,labor_benefits,Congress
20000,1968,US-1974-MILLIKEN,1974,-6,0.2912,-0.3024,civil_rights_education,Supreme Court
20000,1968,US-1974-PRIVACY-ACT,1974,-6,0.4854,-0.2025,privacy_governance,Congress
20000,1968,US-1975-IDEA,1975,-7,0.5081,-0.0576,disability_education,Congress
20000,1968,US-1975-ISDEAA,1975,-7,0.3759,-0.2162,native_policy,Congress
20000,1968,US-1976-BUCKLEY,1976,-8,0.3613,-0.2468,campaign_finance,Supreme Court
20000,1968,US-1976-GREGG,1976,-8,0.5257,-0.2225,criminal_justice,Supreme Court
20000,1968,US-1976-TSCA,1976,-8,0.3706,-0.239,environment_consumer,Congress
20000,1968,US-1977-CRA,1977,-9,0.4942,-0.224,housing_credit,Congress
20000,1968,US-1977-FED-DUAL-MANDATE,1977,-9,0.5071,-0.1884,macroeconomic_governance,Congress
20000,1968,US-1978-AIRLINE-DEREG,1978,-10,0.3391,-0.2217,deregulation,Congress
20000,1968,US-1978-BAKKE,1978,-10,0.3349,-0.1927,civil_rights_education,Supreme Court
20000,1968,US-1978-FISA,1978,-10,0.368,-0.224,privacy_security,Congress
20000,1968,US-1978-HUMPHREY-HAWKINS,1978,-10,0.3975,-0.2051,macroeconomic_governance,Congress
20000,1968,US-1978-ICWA,1978,-10,0.4652,-0.2095,native_policy_family,Congress
20000,1968,US-1978-PREGNANCY-DISCRIM,1978,-10,0.3502,-0.1397,gender_labor,Congress
20000,1968,US-1958-NDEA,1958,10,0.5965,-0.1934,education_science_security,Congress
20000,1968,US-1958-NASA-ACT,1958,10,0.4318,-0.2454,science_space_state_capacity,Congress
20000,1968,US-1958-COOPER,1958,10,0.3126,-0.2627,civil_rights_federalism,Supreme Court
20000,1968,US-1961-PEACE-CORPS,1961,7,0.4423,-0.2384,foreign_aid_civic_service,Congress/President
20000,1968,US-1968-OMNIBUS-CRIME-CONTROL,1968,0,0.361,-0.2534,criminal_justice_surveillance,Congress
20000,1968,US-1968-TRUTH-IN-LENDING,1968,0,0.4053,-0.1619,consumer_credit,Congress
20000,1968,US-1970-FCRA,1970,-2,0.5005,-0.2254,privacy_credit,Congress
20000,1968,US-1972-CPSA,1972,-4,0.4334,-0.2193,consumer_safety,Congress
20000,1968,US-1975-EPCA,1975,-7,0.4342,-0.2142,energy_state_capacity,Congress
20000,1968,US-1963-TEST-BAN-TREATY,1963,5,0.3494,-0.218,nuclear_arms_control,Congress/President
20000,1968,US-1964-TONKIN-GULF,1964,4,0.2568,-0.2165,war_powers_security,Congress
20000,1968,US-1967-ADEA,1967,1,0.348,-0.1567,civil_rights_labor_age,Congress
20000,1968,US-1970-BANK-SECRECY,1970,-2,0.3408,-0.2275,finance_surveillance,Congress
20000,1968,US-1971-ANCSA,1971,-3,0.389,-0.1883,native_policy_land,Congress
20000,1968,US-1978-AIRFA,1978,-10,0.4129,-0.1916,native_policy_religion,Congress
5000,1968,US-1961-MAPP,1961,7,0.1002,-0.1725,criminal_procedure,Supreme Court
5000,1968,US-1962-BAKER,1962,6,0.161,-0.1627,democracy,Supreme Court
5000,1968,US-1962-ENGEL,1962,6,0.2243,-0.1705,religion_schools,Supreme Court
5000,1968,US-1962-KEFAUVER-HARRIS,1962,6,0.1732,-0.1377,consumer_health,Congress
5000,1968,US-1963-EQUAL-PAY,1963,5,0.3274,-0.1242,gender_labor,Congress
5000,1968,US-1963-GIDEON,1963,5,0.1925,-0.172,criminal_procedure,Supreme Court
5000,1968,US-1964-24TH-AMENDMENT,1964,4,0.1736,-0.185,democracy_civil_rights,constitutional_amendment
5000,1968,US-1964-CIVIL-RIGHTS-ACT,1964,4,0.2764,-0.1574,civil_rights,Congress
5000,1968,US-1964-ECONOMIC-OPPORTUNITY,1964,4,0.353,-0.1612,poverty_social_policy,Congress
5000,1968,US-1964-HEART-ATLANTA,1964,4,0.2038,-0.1609,civil_rights_state_capacity,Supreme Court
5000,1968,US-1964-NYT-SULLIVAN,1964,4,0.2419,-0.1531,speech_press,Supreme Court
5000,1968,US-1964-REYNOLDS,1964,4,0.24,-0.1643,democracy,Supreme Court
5000,1968,US-1965-ESEA,1965,3,0.3068,-0.1591,education,Congress
5000,1968,US-1965-GRISWOLD,1965,3,0.2389,-0.1731,privacy_family,Supreme Court
5000,1968,US-1965-HART-CELLER,1965,3,0.1851,-0.1426,immigration,Congress
5000,1968,US-1965-MEDICARE-MEDICAID,1965,3,0.3296,-0.142,health_social_insurance,Congress
5000,1968,US-1965-VRA,1965,3,0.1883,-0.1305,democracy_civil_rights,Congress
5000,1968,US-1966-FOIA,1966,2,0.2177,-0.1616,transparency,Congress
5000,1968,US-1966-HARPER,1966,2,0.2352,-0.1938,democracy_civil_rights,Supreme Court
5000,1968,US-1966-MIRANDA,1966,2,0.2982,-0.1516,criminal_procedure,Supreme Court
5000,1968,US-1967-KATZ,1967,1,0.1852,-0.2249,privacy_surveillance,Supreme Court
5000,1968,US-1967-LOVING,1967,1,0.2078,-0.1774,civil_rights_family,Supreme Court
5000,1968,US-1968-FAIR-HOUSING,1968,0,0.2884,-0.1567,civil_rights_housing,Congress
5000,1968,US-1968-GUN-CONTROL,1968,0,0.1997,-0.1759,guns_crime,Congress
5000,1968,US-1968-TERRY,1968,0,0.2732,-0.1772,criminal_procedure_policing,Supreme Court
5000,1968,US-1969-BRANDENBURG,1969,-1,0.1491,-0.1548,speech,Supreme Court
5000,1968,US-1969-NEPA,1969,-1,0.202,-0.1276,environment,Congress
5000,1968,US-1969-TINKER,1969,-1,0.2095,-0.1104,speech_schools,Supreme Court
5000,1968,US-1970-CLEAN-AIR,1970,-2,0.257,-0.1983,environment,Congress
5000,1968,US-1970-CSA,1970,-2,0.2664,-0.1656,drug_policy,Congress
5000,1968,US-1970-OSHA,1970,-2,0.3242,-0.1697,labor_health,Congress
5000,1968,US-1971-26TH,1971,-3,0.3895,-0.167,democracy_youth,constitutional_amendment
5000,1968,US-1971-FECA,1971,-3,0.2603,-0.165,campaign_finance,Congress
5000,1968,US-1971-LEMON,1971,-3,0.1781,-0.1827,religion,Supreme Court
5000,1968,US-1971-PENTAGON-PAPERS,1971,-3,0.0834,-0.1267,speech_security,Supreme Court
5000,1968,US-1972-CLEAN-WATER,1972,-4,0.1729,-0.1216,environment,Congress
5000,1968,US-1972-FURMAN,1972,-4,0.2247,-0.1753,criminal_justice,Supreme Court
5000,1968,US-1972-TITLE-IX,1972,-4,0.2746,-0.1352,gender_education,Congress
5000,1968,US-1972-YODER,1972,-4,0.2119,-0.1667,religion_education,Supreme Court
5000,1968,US-1973-ESA,1973,-5,0.2714,-0.1179,environment,Congress
5000,1968,US-1973-REHABILITATION,1973,-5,0.1773,-0.1205,disability_rights,Congress
5000,1968,US-1973-RODRIGUEZ,1973,-5,0.2182,-0.1386,education_equality,Supreme Court
5000,1968,US-1973-ROE,1973,-5,0.2515,-0.1499,privacy_family,Supreme Court
5000,1968,US-1973-WAR-POWERS,1973,-5,0.1381,-0.1314,executive_power_security,Congress
5000,1968,US-1974-ECOA,1974,-6,0.3085,-0.1194,credit_civil_rights,Congress
5000,1968,US-1974-ERISA,1974,-6,0.2927,-0.1603,labor_benefits,Congress
5000,1968,US-1974-MILLIKEN,1974,-6,0.1233,-0.2164,civil_rights_education,Supreme Court
5000,1968,US-1974-PRIVACY-ACT,1974,-6,0.2457,-0.1444,privacy_governance,Congress
5000,1968,US-1975-IDEA,1975,-7,0.3117,-0.0746,disability_education,Congress
5000,1968,US-1975-ISDEAA,1975,-7,0.1884,-0.1637,native_policy,Congress
5000,1968,US-1976-BUCKLEY,1976,-8,0.1789,-0.1952,campaign_finance,Supreme Court
5000,1968,US-1976-GREGG,1976,-8,0.2954,-0.1562,criminal_justice,Supreme Court
5000,1968,US-1976-TSCA,1976,-8,0.2657,-0.1758,environment_consumer,Congress
5000,1968,US-1977-CRA,1977,-9,0.3859,-0.1408,housing_credit,Congress
5000,1968,US-1977-FED-DUAL-MANDATE,1977,-9,0.3933,-0.1262,macroeconomic_governance,Congress
5000,1968,US-1978-AIRLINE-DEREG,1978,-10,0.1758,-0.16,deregulation,Congress
5000,1968,US-1978-BAKKE,1978,-10,0.1794,-0.1214,civil_rights_education,Supreme Court
5000,1968,US-1978-FISA,1978,-10,0.2179,-0.133,privacy_security,Congress
5000,1968,US-1978-HUMPHREY-HAWKINS,1978,-10,0.301,-0.1148,macroeconomic_governance,Congress
5000,1968,US-1978-ICWA,1978,-10,0.2681,-0.1457,native_policy_family,Congress
5000,1968,US-1978-PREGNANCY-DISCRIM,1978,-10,0.457,-0.1146,gender_labor,Congress
5000,1968,US-1958-NDEA,1958,10,0.4463,-0.1417,education_science_security,Congress
5000,1968,US-1958-NASA-ACT,1958,10,0.2357,-0.1831,science_space_state_capacity,Congress
5000,1968,US-1958-COOPER,1958,10,0.1816,-0.201,civil_rights_federalism,Supreme Court
5000,1968,US-1961-PEACE-CORPS,1961,7,0.3826,-0.1627,foreign_aid_civic_service,Congress/President
5000,1968,US-1968-OMNIBUS-CRIME-CONTROL,1968,0,0.2035,-0.1732,criminal_justice_surveillance,Congress
5000,1968,US-1968-TRUTH-IN-LENDING,1968,0,0.2596,-0.0985,consumer_credit,Congress
5000,1968,US-1970-FCRA,1970,-2,0.2898,-0.1489,privacy_credit,Congress
5000,1968,US-1972-CPSA,1972,-4,0.2773,-0.173,consumer_safety,Congress
5000,1968,US-1975-EPCA,1975,-7,0.2877,-0.1406,energy_state_capacity,Congress
5000,1968,US-1963-TEST-BAN-TREATY,1963,5,0.3241,-0.1382,nuclear_arms_control,Congress/President
5000,1968,US-1964-TONKIN-GULF,1964,4,0.1432,-0.1401,war_powers_security,Congress
5000,1968,US-1967-ADEA,1967,1,0.2682,-0.1367,civil_rights_labor_age,Congress
5000,1968,US-1970-BANK-SECRECY,1970,-2,0.212,-0.1495,finance_surveillance,Congress
5000,1968,US-1971-ANCSA,1971,-3,0.2027,-0.1174,native_policy_land,Congress
5000,1968,US-1978-AIRFA,1978,-10,0.2253,-0.1298,native_policy_religion,Congress
10000,1969,US-1961-MAPP,1961,8,0.2852,-0.1898,criminal_procedure,Supreme Court
10000,1969,US-1962-BAKER,1962,7,0.356,-0.2004,democracy,Supreme Court
10000,1969,US-1962-ENGEL,1962,7,0.4312,-0.2059,religion_schools,Supreme Court
10000,1969,US-1962-KEFAUVER-HARRIS,1962,7,0.3912,-0.1864,consumer_health,Congress
10000,1969,US-1963-EQUAL-PAY,1963,6,0.4754,-0.1851,gender_labor,Congress
10000,1969,US-1963-GIDEON,1963,6,0.4154,-0.1887,criminal_procedure,Supreme Court
10000,1969,US-1964-24TH-AMENDMENT,1964,5,0.3511,-0.2127,democracy_civil_rights,constitutional_amendment
10000,1969,US-1964-CIVIL-RIGHTS-ACT,1964,5,0.3107,-0.1712,civil_rights,Congress
10000,1969,US-1964-ECONOMIC-OPPORTUNITY,1964,5,0.5257,-0.1899,poverty_social_policy,Congress
10000,1969,US-1964-HEART-ATLANTA,1964,5,0.2978,-0.1754,civil_rights_state_capacity,Supreme Court
10000,1969,US-1964-NYT-SULLIVAN,1964,5,0.4199,-0.2106,speech_press,Supreme Court
10000,1969,US-1964-REYNOLDS,1964,5,0.4275,-0.2064,democracy,Supreme Court
10000,1969,US-1965-ESEA,1965,4,0.468,-0.1724,education,Congress
10000,1969,US-1965-GRISWOLD,1965,4,0.3945,-0.2218,privacy_family,Supreme Court
10000,1969,US-1965-HART-CELLER,1965,4,0.3148,-0.1717,immigration,Congress
10000,1969,US-1965-MEDICARE-MEDICAID,1965,4,0.499,-0.1736,health_social_insurance,Congress
10000,1969,US-1965-VRA,1965,4,0.3598,-0.1387,democracy_civil_rights,Congress
10000,1969,US-1966-FOIA,1966,3,0.4161,-0.199,transparency,Congress
10000,1969,US-1966-HARPER,1966,3,0.4123,-0.2559,democracy_civil_rights,Supreme Court
10000,1969,US-1966-MIRANDA,1966,3,0.4075,-0.1984,criminal_procedure,Supreme Court
10000,1969,US-1967-KATZ,1967,2,0.2624,-0.2586,privacy_surveillance,Supreme Court
10000,1969,US-1967-LOVING,1967,2,0.3714,-0.2322,civil_rights_family,Supreme Court
10000,1969,US-1968-FAIR-HOUSING,1968,1,0.3646,-0.1691,civil_rights_housing,Congress
10000,1969,US-1968-GUN-CONTROL,1968,1,0.3605,-0.2214,guns_crime,Congress
10000,1969,US-1968-TERRY,1968,1,0.4695,-0.2316,criminal_procedure_policing,Supreme Court
10000,1969,US-1969-BRANDENBURG,1969,0,0.3504,-0.1984,speech,Supreme Court
10000,1969,US-1969-NEPA,1969,0,0.4089,-0.165,environment,Congress
10000,1969,US-1969-TINKER,1969,0,0.4097,-0.1256,speech_schools,Supreme Court
10000,1969,US-1970-CLEAN-AIR,1970,-1,0.4361,-0.2423,environment,Congress
10000,1969,US-1970-CSA,1970,-1,0.4135,-0.1848,drug_policy,Congress
10000,1969,US-1970-OSHA,1970,-1,0.5421,-0.2103,labor_health,Congress
10000,1969,US-1971-26TH,1971,-2,0.5127,-0.2018,democracy_youth,constitutional_amendment
10000,1969,US-1971-FECA,1971,-2,0.4337,-0.2213,campaign_finance,Congress
10000,1969,US-1971-LEMON,1971,-2,0.3325,-0.2251,religion,Supreme Court
10000,1969,US-1971-PENTAGON-PAPERS,1971,-2,0.2517,-0.1696,speech_security,Supreme Court
10000,1969,US-1972-CLEAN-WATER,1972,-3,0.3918,-0.1379,environment,Congress
10000,1969,US-1972-FURMAN,1972,-3,0.3812,-0.2199,criminal_justice,Supreme Court
10000,1969,US-1972-TITLE-IX,1972,-3,0.4285,-0.1489,gender_education,Congress
10000,1969,US-1972-YODER,1972,-3,0.3929,-0.2064,religion_education,Supreme Court
10000,1969,US-1973-ESA,1973,-4,0.4181,-0.1538,environment,Congress
10000,1969,US-1973-REHABILITATION,1973,-4,0.3422,-0.122,disability_rights,Congress
10000,1969,US-1973-RODRIGUEZ,1973,-4,0.3614,-0.2139,education_equality,Supreme Court
10000,1969,US-1973-ROE,1973,-4,0.3717,-0.1793,privacy_family,Supreme Court
10000,1969,US-1973-WAR-POWERS,1973,-4,0.2884,-0.2026,executive_power_security,Congress
10000,1969,US-1974-ECOA,1974,-5,0.4553,-0.1518,credit_civil_rights,Congress
10000,1969,US-1974-ERISA,1974,-5,0.4998,-0.1992,labor_benefits,Congress
10000,1969,US-1974-MILLIKEN,1974,-5,0.3188,-0.2706,civil_rights_education,Supreme Court
10000,1969,US-1974-PRIVACY-ACT,1974,-5,0.5022,-0.2078,privacy_governance,Congress
10000,1969,US-1975-IDEA,1975,-6,0.5223,-0.068,disability_education,Congress
10000,1969,US-1975-ISDEAA,1975,-6,0.3628,-0.181,native_policy,Congress
10000,1969,US-1976-BUCKLEY,1976,-7,0.3862,-0.2579,campaign_finance,Supreme Court
10000,1969,US-1976-GREGG,1976,-7,0.5057,-0.1906,criminal_justice,Supreme Court
10000,1969,US-1976-TSCA,1976,-7,0.3993,-0.2088,environment_consumer,Congress
10000,1969,US-1977-CRA,1977,-8,0.5336,-0.1793,housing_credit,Congress
10000,1969,US-1977-FED-DUAL-MANDATE,1977,-8,0.5559,-0.1523,macroeconomic_governance,Congress
10000,1969,US-1978-AIRLINE-DEREG,1978,-9,0.3405,-0.1921,deregulation,Congress
10000,1969,US-1978-BAKKE,1978,-9,0.3407,-0.1649,civil_rights_education,Supreme Court
10000,1969,US-1978-FISA,1978,-9,0.3703,-0.1752,privacy_security,Congress
10000,1969,US-1978-HUMPHREY-HAWKINS,1978,-9,0.4201,-0.171,macroeconomic_governance,Congress
10000,1969,US-1978-ICWA,1978,-9,0.4397,-0.1732,native_policy_family,Congress
10000,1969,US-1978-PREGNANCY-DISCRIM,1978,-9,0.5053,-0.1458,gender_labor,Congress
10000,1969,US-1961-PEACE-CORPS,1961,8,0.4638,-0.1945,foreign_aid_civic_service,Congress/President
10000,1969,US-1968-OMNIBUS-CRIME-CONTROL,1968,1,0.4074,-0.2236,criminal_justice_surveillance,Congress
10000,1969,US-1968-TRUTH-IN-LENDING,1968,1,0.442,-0.1459,consumer_credit,Congress
10000,1969,US-1970-FCRA,1970,-1,0.4969,-0.1905,privacy_credit,Congress
10000,1969,US-1972-CPSA,1972,-3,0.4542,-0.19,consumer_safety,Congress
10000,1969,US-1975-EPCA,1975,-6,0.4566,-0.1753,energy_state_capacity,Congress
10000,1969,US-1963-TEST-BAN-TREATY,1963,6,0.349,-0.1737,nuclear_arms_control,Congress/President
10000,1969,US-1964-TONKIN-GULF,1964,5,0.2533,-0.1606,war_powers_security,Congress
10000,1969,US-1967-ADEA,1967,2,0.3903,-0.1598,civil_rights_labor_age,Congress
10000,1969,US-1970-BANK-SECRECY,1970,-1,0.3685,-0.197,finance_surveillance,Congress
10000,1969,US-1971-ANCSA,1971,-2,0.3262,-0.1492,native_policy_land,Congress
10000,1969,US-1978-AIRFA,1978,-9,0.3609,-0.1586,native_policy_religion,Congress
20000,1969,US-1961-MAPP,1961,8,0.3559,-0.2036,criminal_procedure,Supreme Court
20000,1969,US-1962-BAKER,1962,7,0.361,-0.2322,democracy,Supreme Court
20000,1969,US-1962-ENGEL,1962,7,0.4225,-0.2148,religion_schools,Supreme Court
20000,1969,US-1962-KEFAUVER-HARRIS,1962,7,0.4089,-0.2398,consumer_health,Congress
20000,1969,US-1963-EQUAL-PAY,1963,6,0.4376,-0.2009,gender_labor,Congress
20000,1969,US-1963-GIDEON,1963,6,0.4318,-0.2082,criminal_procedure,Supreme Court
20000,1969,US-1964-24TH-AMENDMENT,1964,5,0.3083,-0.2335,democracy_civil_rights,constitutional_amendment
20000,1969,US-1964-CIVIL-RIGHTS-ACT,1964,5,0.374,-0.1502,civil_rights,Congress
20000,1969,US-1964-ECONOMIC-OPPORTUNITY,1964,5,0.528,-0.1986,poverty_social_policy,Congress
20000,1969,US-1964-HEART-ATLANTA,1964,5,0.3033,-0.1702,civil_rights_state_capacity,Supreme Court
20000,1969,US-1964-NYT-SULLIVAN,1964,5,0.4273,-0.2238,speech_press,Supreme Court
20000,1969,US-1964-REYNOLDS,1964,5,0.4235,-0.2379,democracy,Supreme Court
20000,1969,US-1965-ESEA,1965,4,0.4694,-0.1677,education,Congress
20000,1969,US-1965-GRISWOLD,1965,4,0.4109,-0.2264,privacy_family,Supreme Court
20000,1969,US-1965-HART-CELLER,1965,4,0.3199,-0.1878,immigration,Congress
20000,1969,US-1965-MEDICARE-MEDICAID,1965,4,0.4984,-0.181,health_social_insurance,Congress
20000,1969,US-1965-VRA,1965,4,0.3509,-0.1238,democracy_civil_rights,Congress
20000,1969,US-1966-FOIA,1966,3,0.4818,-0.231,transparency,Congress
20000,1969,US-1966-HARPER,1966,3,0.3695,-0.2582,democracy_civil_rights,Supreme Court
20000,1969,US-1966-MIRANDA,1966,3,0.495,-0.1979,criminal_procedure,Supreme Court
20000,1969,US-1967-KATZ,1967,2,0.2645,-0.229,privacy_surveillance,Supreme Court
20000,1969,US-1967-LOVING,1967,2,0.3032,-0.2707,civil_rights_family,Supreme Court
20000,1969,US-1968-FAIR-HOUSING,1968,1,0.3836,-0.1519,civil_rights_housing,Congress
20000,1969,US-1968-GUN-CONTROL,1968,1,0.3521,-0.2327,guns_crime,Congress
20000,1969,US-1968-TERRY,1968,1,0.4654,-0.2412,criminal_procedure_policing,Supreme Court
20000,1969,US-1969-BRANDENBURG,1969,0,0.3533,-0.195,speech,Supreme Court
